Data;Segmento;GrupoProblema;Ocorrências
2017-04;Bancos, Financeiras e Administradoras de Cartão;Atendimento / SAC;894
2016-11;Bancos, Financeiras e Administradoras de Cartão;Atendimento / SAC;892
2016-08;Bancos, Financeiras e Administradoras de Cartão;Atendimento / SAC;887
2016-07;Bancos, Financeiras e Administradoras de Cartão;Atendimento / SAC;883
2015-01;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Atendimento / SAC;879
2015-02;Bancos, Financeiras e Administradoras de Cartão;Cobrança / Contestação;879
2017-04;Fabricantes - Eletroeletrônicos, Produtos de Telefonia e Informática;Vício de Qualidade;878
2016-12;Bancos, Financeiras e Administradoras de Cartão;Atendimento / SAC;875
2017-07;Bancos, Financeiras e Administradoras de Cartão;Vício de Qualidade;857
2016-11;Bancos, Financeiras e Administradoras de Cartão;Contrato / Oferta;854
2017-01;Bancos, Financeiras e Administradoras de Cartão;Atendimento / SAC;851
2016-10;Bancos, Financeiras e Administradoras de Cartão;Contrato / Oferta;848
2017-03;Bancos, Financeiras e Administradoras de Cartão;Contrato / Oferta;845
2016-10;Bancos, Financeiras e Administradoras de Cartão;Atendimento / SAC;844
2017-04;Bancos, Financeiras e Administradoras de Cartão;Contrato / Oferta;837
2017-06;Fabricantes - Eletroeletrônicos, Produtos de Telefonia e Informática;Vício de Qualidade;832
2016-12;Bancos, Financeiras e Administradoras de Cartão;Contrato / Oferta;829
2015-01;Bancos, Financeiras e Administradoras de Cartão;Cobrança / Contestação;829
2016-11;Bancos, Financeiras e Administradoras de Cartão;Vício de Qualidade;824
2015-01;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Vício de Qualidade;815
2017-05;Bancos, Financeiras e Administradoras de Cartão;Vício de Qualidade;808
2017-08;Fabricantes - Eletroeletrônicos, Produtos de Telefonia e Informática;Vício de Qualidade;806
2016-12;Comércio Eletrônico;Contrato / Oferta;806
2018-05;Comércio Eletrônico;Cobrança / Contestação;802
2018-04;Fabricantes - Eletroeletrônicos, Produtos de Telefonia e Informática;Vício de Qualidade;801
2017-02;Bancos, Financeiras e Administradoras de Cartão;Atendimento / SAC;800
2017-09;Comércio Eletrônico;Contrato / Oferta;798
2018-03;Transporte Aéreo;Cobrança / Contestação;797
2016-09;Bancos, Financeiras e Administradoras de Cartão;Contrato / Oferta;797
2017-03;Bancos, Financeiras e Administradoras de Cartão;Vício de Qualidade;791
2016-09;Bancos, Financeiras e Administradoras de Cartão;Atendimento / SAC;790
2016-10;Bancos, Financeiras e Administradoras de Cartão;Vício de Qualidade;787
2017-01;Comércio Eletrônico;Contrato / Oferta;779
2018-05;Comércio Eletrônico;Contrato / Oferta;772
2015-12;Comércio Eletrônico;Contrato / Oferta;772
2017-05;Comércio Eletrônico;Contrato / Oferta;765
2018-06;Fabricantes - Eletroeletrônicos, Produtos de Telefonia e Informática;Vício de Qualidade;761
2016-04;Bancos, Financeiras e Administradoras de Cartão;Contrato / Oferta;760
2018-06;Comércio Eletrônico;Contrato / Oferta;759
2017-07;Fabricantes - Eletroeletrônicos, Produtos de Telefonia e Informática;Vício de Qualidade;749
2016-02;Comércio Eletrônico;Entrega do Produto;747
2015-12;Bancos, Financeiras e Administradoras de Cartão;Atendimento / SAC;747
2016-10;Comércio Eletrônico;Entrega do Produto;744
2016-05;Bancos, Financeiras e Administradoras de Cartão;Atendimento / SAC;735
2017-02;Fabricantes - Eletroeletrônicos, Produtos de Telefonia e Informática;Vício de Qualidade;734
2018-05;Empresas de Intermediação de Serviços / Negócios;Cobrança / Contestação;734
2016-11;Comércio Eletrônico;Entrega do Produto;730
2016-09;Bancos, Financeiras e Administradoras de Cartão;Vício de Qualidade;729
2018-01;Fabricantes - Eletroeletrônicos, Produtos de Telefonia e Informática;Vício de Qualidade;716
2015-03;Comércio Eletrônico;Contrato / Oferta;716
2017-03;Comércio Eletrônico;Contrato / Oferta;714
2017-02;Bancos, Financeiras e Administradoras de Cartão;Contrato / Oferta;714
2018-06;Transporte Aéreo;Cobrança / Contestação;707
2016-06;Bancos de Dados e Cadastros de Consumidores;Informação;707
2017-09;Fabricantes - Eletroeletrônicos, Produtos de Telefonia e Informática;Vício de Qualidade;705
2016-07;Comércio Eletrônico;Contrato / Oferta;702
2018-03;Fabricantes - Eletroeletrônicos, Produtos de Telefonia e Informática;Vício de Qualidade;701
2017-04;Bancos, Financeiras e Administradoras de Cartão;Vício de Qualidade;700
2017-01;Bancos, Financeiras e Administradoras de Cartão;Contrato / Oferta;698
2015-11;Comércio Eletrônico;Contrato / Oferta;697
2016-09;Comércio Eletrônico;Entrega do Produto;692
2016-01;Comércio Eletrônico;Contrato / Oferta;688
2017-12;Comércio Eletrônico;Cobrança / Contestação;686
2015-11;Bancos, Financeiras e Administradoras de Cartão;Atendimento / SAC;686
2015-04;Comércio Eletrônico;Contrato / Oferta;683
2017-01;Bancos, Financeiras e Administradoras de Cartão;Vício de Qualidade;673
2018-02;Transporte Aéreo;Cobrança / Contestação;672
2018-06;Comércio Eletrônico;Cobrança / Contestação;669
2018-06;Transporte Aéreo;Contrato / Oferta;666
2017-01;Fabricantes - Eletroeletrônicos, Produtos de Telefonia e Informática;Vício de Qualidade;657
2017-10;Fabricantes - Eletroeletrônicos, Produtos de Telefonia e Informática;Vício de Qualidade;656
2018-02;Fabricantes - Eletroeletrônicos, Produtos de Telefonia e Informática;Vício de Qualidade;654
2016-03;Bancos, Financeiras e Administradoras de Cartão;Atendimento / SAC;652
2017-11;Fabricantes - Eletroeletrônicos, Produtos de Telefonia e Informática;Vício de Qualidade;651
2017-04;Comércio Eletrônico;Contrato / Oferta;650
2015-10;Bancos, Financeiras e Administradoras de Cartão;Atendimento / SAC;650
2017-03;Comércio Eletrônico;Cobrança / Contestação;647
2018-04;Transporte Aéreo;Cobrança / Contestação;645
2017-05;Comércio Eletrônico;Cobrança / Contestação;643
2016-06;Bancos, Financeiras e Administradoras de Cartão;Vício de Qualidade;641
2017-04;Comércio Eletrônico;Cobrança / Contestação;632
2017-11;Comércio Eletrônico;Cobrança / Contestação;626
2017-01;Comércio Eletrônico;Cobrança / Contestação;625
2016-04;Bancos, Financeiras e Administradoras de Cartão;Atendimento / SAC;625
2018-04;Comércio Eletrônico;Atendimento / SAC;620
2016-11;Comércio Eletrônico;Contrato / Oferta;616
2016-05;Comércio Eletrônico;Entrega do Produto;614
2015-09;Comércio Eletrônico;Contrato / Oferta;614
2016-08;Comércio Eletrônico;Cobrança / Contestação;613
2017-06;Comércio Eletrônico;Cobrança / Contestação;612
2018-05;Transporte Aéreo;Cobrança / Contestação;611
2015-05;Comércio Eletrônico;Contrato / Oferta;610
2016-08;Comércio Eletrônico;Contrato / Oferta;607
2017-10;Comércio Eletrônico;Cobrança / Contestação;607
2016-03;Bancos, Financeiras e Administradoras de Cartão;Contrato / Oferta;604
2018-01;Transporte Aéreo;Cobrança / Contestação;603
2018-02;Comércio Eletrônico;Vício de Qualidade;602
2015-01;Comércio Eletrônico;Entrega do Produto;601
2017-06;Comércio Eletrônico;Contrato / Oferta;600
2015-03;Fabricantes - Eletroeletrônicos, Produtos de Telefonia e Informática;Vício de Qualidade;596
2015-06;Bancos, Financeiras e Administradoras de Cartão;Vício de Qualidade;594
2018-01;Comércio Eletrônico;Vício de Qualidade;588
2016-08;Bancos, Financeiras e Administradoras de Cartão;Vício de Qualidade;587
2017-02;Bancos, Financeiras e Administradoras de Cartão;Vício de Qualidade;582
2015-08;Comércio Eletrônico;Contrato / Oferta;580
2018-03;Comércio Eletrônico;Vício de Qualidade;576
2018-04;Comércio Eletrônico;Vício de Qualidade;575
2015-06;Bancos, Financeiras e Administradoras de Cartão;Atendimento / SAC;572
2016-07;Comércio Eletrônico;Cobrança / Contestação;570
2016-12;Fabricantes - Eletroeletrônicos, Produtos de Telefonia e Informática;Vício de Qualidade;568
2017-07;Comércio Eletrônico;Cobrança / Contestação;563
2016-03;Comércio Eletrônico;Entrega do Produto;560
2015-04;Comércio Eletrônico;Entrega do Produto;560
2017-02;Comércio Eletrônico;Cobrança / Contestação;560
2016-11;Fabricantes - Eletroeletrônicos, Produtos de Telefonia e Informática;Vício de Qualidade;559
2017-12;Fabricantes - Eletroeletrônicos, Produtos de Telefonia e Informática;Vício de Qualidade;553
2016-02;Comércio Eletrônico;Contrato / Oferta;552
2015-01;Comércio Eletrônico;Contrato / Oferta;548
2017-09;Comércio Eletrônico;Cobrança / Contestação;547
2015-11;Comércio Eletrônico;Entrega do Produto;546
2018-01;Transporte Aéreo;Vício de Qualidade;545
2016-09;Comércio Eletrônico;Contrato / Oferta;542
2017-08;Comércio Eletrônico;Contrato / Oferta;541
2017-08;Comércio Eletrônico;Cobrança / Contestação;540
2018-03;Transporte Aéreo;Vício de Qualidade;534
2017-07;Comércio Eletrônico;Contrato / Oferta;531
2018-03;Comércio Eletrônico;Atendimento / SAC;529
2018-05;Transporte Aéreo;Contrato / Oferta;526
2018-02;Transporte Aéreo;Vício de Qualidade;524
2015-11;Bancos, Financeiras e Administradoras de Cartão;Vício de Qualidade;519
2016-02;Bancos, Financeiras e Administradoras de Cartão;Atendimento / SAC;519
2015-07;Comércio Eletrônico;Contrato / Oferta;518
2016-01;Bancos, Financeiras e Administradoras de Cartão;Contrato / Oferta;513
2015-12;Bancos, Financeiras e Administradoras de Cartão;Vício de Qualidade;511
2016-10;Fabricantes - Eletroeletrônicos, Produtos de Telefonia e Informática;Vício de Qualidade;509
2015-02;Comércio Eletrônico;Entrega do Produto;509
2016-02;Bancos, Financeiras e Administradoras de Cartão;Contrato / Oferta;509
2018-01;Comércio Eletrônico;Atendimento / SAC;508
2016-09;Comércio Eletrônico;Cobrança / Contestação;507
2018-04;Transporte Aéreo;Vício de Qualidade;505
2016-11;Comércio Eletrônico;Cobrança / Contestação;504
2016-01;Bancos, Financeiras e Administradoras de Cartão;Atendimento / SAC;502
2018-06;Transporte Aéreo;Vício de Qualidade;499
2015-02;Comércio Eletrônico;Contrato / Oferta;492
2016-07;Bancos, Financeiras e Administradoras de Cartão;Vício de Qualidade;492
2016-12;Comércio Eletrônico;Cobrança / Contestação;491
2015-06;Comércio Eletrônico;Contrato / Oferta;490
2016-05;Bancos, Financeiras e Administradoras de Cartão;Vício de Qualidade;481
2018-03;Transporte Aéreo;Contrato / Oferta;479
2017-02;Comércio Eletrônico;Contrato / Oferta;476
2015-10;Comércio Eletrônico;Contrato / Oferta;473
2016-06;Comércio Eletrônico;Cobrança / Contestação;471
2015-10;Bancos, Financeiras e Administradoras de Cartão;Vício de Qualidade;469
2015-07;Bancos, Financeiras e Administradoras de Cartão;Vício de Qualidade;468
2015-12;Bancos, Financeiras e Administradoras de Cartão;Contrato / Oferta;468
2015-03;Bancos, Financeiras e Administradoras de Cartão;Atendimento / SAC;466
2018-06;Transporte Aéreo;Atendimento / SAC;464
2017-10;Transporte Aéreo;Cobrança / Contestação;460
2016-10;Comércio Eletrônico;Cobrança / Contestação;459
2017-12;Transporte Aéreo;Cobrança / Contestação;453
2015-04;Bancos, Financeiras e Administradoras de Cartão;Vício de Qualidade;446
2018-02;Comércio Eletrônico;Atendimento / SAC;445
2018-05;Transporte Aéreo;Vício de Qualidade;444
2018-06;Empresas de Intermediação de Serviços / Negócios;Cobrança / Contestação;444
2018-06;Empresas de Recuperação de Crédito;Cobrança / Contestação;443
2016-04;Comércio Eletrônico;Entrega do Produto;442
2015-05;Bancos, Financeiras e Administradoras de Cartão;Vício de Qualidade;440
2015-07;Bancos, Financeiras e Administradoras de Cartão;Atendimento / SAC;437
2015-03;Bancos, Financeiras e Administradoras de Cartão;Vício de Qualidade;434
2016-03;Bancos, Financeiras e Administradoras de Cartão;Vício de Qualidade;433
2015-10;Comércio Eletrônico;Entrega do Produto;432
2015-05;Comércio Eletrônico;Entrega do Produto;428
2018-05;Comércio Eletrônico;Vício de Qualidade;425
2018-04;Transporte Aéreo;Contrato / Oferta;421
2016-05;Bancos de Dados e Cadastros de Consumidores;Informação;420
2015-09;Bancos, Financeiras e Administradoras de Cartão;Atendimento / SAC;419
2015-04;Fabricantes - Eletroeletrônicos, Produtos de Telefonia e Informática;Vício de Qualidade;418
2015-09;Comércio Eletrônico;Entrega do Produto;418
2018-05;Empresas de Intermediação de Serviços / Negócios;Contrato / Oferta;415
2015-03;Comércio Eletrônico;Vício de Qualidade;415
2016-10;Comércio Eletrônico;Contrato / Oferta;413
2016-04;Bancos, Financeiras e Administradoras de Cartão;Vício de Qualidade;409
2017-09;Transporte Aéreo;Cobrança / Contestação;408
2015-05;Bancos, Financeiras e Administradoras de Cartão;Atendimento / SAC;407
2015-10;Bancos, Financeiras e Administradoras de Cartão;Contrato / Oferta;402
2015-07;Comércio Eletrônico;Entrega do Produto;400
2018-02;Transporte Aéreo;Contrato / Oferta;397
2016-08;Fabricantes - Eletroeletrônicos, Produtos de Telefonia e Informática;Vício de Qualidade;397
2017-11;Comércio Eletrônico;Vício de Qualidade;392
2015-08;Bancos, Financeiras e Administradoras de Cartão;Atendimento / SAC;390
2015-11;Bancos, Financeiras e Administradoras de Cartão;Contrato / Oferta;383
2018-06;Comércio Eletrônico;Vício de Qualidade;382
2017-03;Comércio Eletrônico;Vício de Qualidade;382
2018-01;Transporte Aéreo;Contrato / Oferta;381
2017-12;Comércio Eletrônico;Vício de Qualidade;380
2015-06;Comércio Eletrônico;Entrega do Produto;379
2016-05;Fabricantes - Eletroeletrônicos, Produtos de Telefonia e Informática;Vício de Qualidade;378
2017-11;Transporte Aéreo;Cobrança / Contestação;375
2017-08;Transporte Aéreo;Cobrança / Contestação;375
2017-05;Comércio Eletrônico;Vício de Qualidade;372
2018-06;Energia Elétrica, Gás, Água e Esgoto;Cobrança / Contestação;371
2017-04;Comércio Eletrônico;Vício de Qualidade;371
2017-12;Comércio Eletrônico;Atendimento / SAC;367
2015-04;Bancos, Financeiras e Administradoras de Cartão;Atendimento / SAC;367
2017-12;Transporte Aéreo;Vício de Qualidade;365
2017-06;Transporte Aéreo;Cobrança / Contestação;364
2018-03;Transporte Aéreo;Atendimento / SAC;361
2016-02;Fabricantes - Eletroeletrônicos, Produtos de Telefonia e Informática;Vício de Qualidade;361
2015-08;Comércio Eletrônico;Entrega do Produto;361
2015-09;Bancos, Financeiras e Administradoras de Cartão;Vício de Qualidade;361
2016-03;Fabricantes - Eletroeletrônicos, Produtos de Telefonia e Informática;Vício de Qualidade;360
2017-07;Transporte Aéreo;Cobrança / Contestação;358
2016-09;Fabricantes - Eletroeletrônicos, Produtos de Telefonia e Informática;Vício de Qualidade;356
2016-04;Fabricantes - Eletroeletrônicos, Produtos de Telefonia e Informática;Vício de Qualidade;356
2017-05;Transporte Aéreo;Cobrança / Contestação;355
2018-05;Energia Elétrica, Gás, Água e Esgoto;Cobrança / Contestação;355
2015-08;Bancos, Financeiras e Administradoras de Cartão;Vício de Qualidade;355
2018-05;Empresas de Intermediação de Serviços / Negócios;Atendimento / SAC;354
